Date,Adj Close,HL_PCT,PCT_change,Volume,MA_5,MA_20,MA_60,EMA_5,up_band,mid_band,low_band,ADX,MACD,RSI,ATR,MOM,WILLR,CCI,OBV
2006-12-13,25.6,20.592308163243477,2.4000000000000057,10771500,,,,,,,,,,,,,,,10771500.0
2006-12-14,25.15,6.079151366789059,-1.9875292283710113,998900,,,,,,,,,,,,,,,9772600.0
2006-12-15,24.6,7.839066452133285,-2.5356576862123497,1012600,,,,,,,,,,,,,,,8760000.0
2006-12-18,23.790001,5.932203389830502,-2.499995901639338,734400,,,,,,,,,,,,,,,8025600.0
2006-12-19,23.1,6.622222222222216,-2.0356234096691983,1297900,24.448000200000003,,,,26.257547918962075,24.448000200000003,22.63845248103793,,,,,,,,6727700.0
2006-12-20,25.0,10.49891585678593,7.758616044887239,495800,24.3280002,,,,25.87685240056679,24.3280002,22.779147999433214,,,,,,,,7223500.0
2006-12-21,24.6,6.874999999999994,-2.2257551669316324,277000,24.2180002,,,,25.585180990971367,24.2180002,22.85081940902863,,,,,,,,6946500.0
2006-12-22,24.02,5.440746749926055,-2.3180154534363577,222300,24.1020002,,,,25.417288571727337,24.1020002,22.78671182827266,,,,,,,,6724200.0
2006-12-26,24.209999,2.008364016736399,1.2123704013377847,109500,24.185999799999998,,,,25.46397318063095,24.185999799999998,22.908026419369044,,,,,,,,6833700.0
2006-12-27,24.08,1.4219991635299032,-0.7010309278350586,91100,24.381999799999996,,,,25.120257394069803,24.381999799999996,23.643742205930188,,,,,,-44.49437954803577,,6742600.0
2006-12-28,24.0,2.5946448319863906,0.41841004184101016,62100,24.181999799999996,,,,24.62497153183091,24.181999799999996,23.739028068169084,,,,,-1.6000000000000014,-57.14285714285714,,6680500.0
2006-12-29,24.0,2.0536419927224685,-1.437371663244359,68900,24.061999799999995,,,,24.221197046211614,24.061999799999995,23.902802553788376,,,,,-1.1499999999999986,-57.14285714285714,,6680500.0
2007-01-03,24.09,2.489451371753106,1.0910616869492302,193400,24.075999799999998,,,,24.230193786916395,24.075999799999998,23.9218058130836,,,,,-0.5100000000000016,-49.523809523809504,,6873900.0
2007-01-04,24.09,1.5513584905660227,1.006289308176094,253400,24.052,,,,24.13722910300977,24.052,23.96677089699023,,,,,0.2999989999999997,-49.523809523809504,-38.58921312128381,6873900.0
2007-01-05,24.82,5.9613769941225785,3.805938937682978,192200,24.2,,,24.34333333333333,24.825203966718,24.2,23.574796033282,,,44.090907300274935,1.137856999999999,1.7199999999999989,-31.92306464497508,62.37415632638405,7066100.0
2007-01-08,24.66,3.7775010377750107,-0.8842403892379492,82300,24.332,,,24.280666666666665,25.009099697238025,24.332,23.654900302761977,,,42.96910287592769,1.1215814999999991,-0.33999999999999986,-46.261682242990645,73.83842733357451,6983800.0
2007-01-09,25.700001,6.448941444855656,4.940796243364646,119200,24.6720002,,,24.3173334,25.857337976669942,24.6720002,23.486662423330056,,,51.590828877968555,1.1528970357142847,1.100000999999999,-2.2320982142857013,185.2726696117983,7103000.0
2007-01-10,27.24,9.948875344081793,6.823529411764699,257400,25.3020002,,,24.493333399999997,27.497938413338687,25.3020002,23.10606198666131,,,60.99421730292561,1.2512614617346929,3.219999999999999,-16.179756444889126,292.8363243286824,7360400.0
2007-01-11,26.799999,3.617177708471073,-2.5454581818181827,188800,25.843999999999994,,,24.69399993333333,27.9097042963607,25.843999999999994,23.778295703639287,,,57.554267028512385,1.2304570001822148,2.59,-26.06742158818464,211.4258847144362,7171600.0
2007-01-12,26.33,1.89897455374098,-1.8635855385762206,129100,26.145999999999994,24.794,,24.90933326666666,27.949445103129825,26.145999999999994,24.342554896870162,,,54.047802145031596,1.1782815001691997,2.25,-36.629199242516734,125.33291047650339,7042500.0
2007-01-16,25.120001000000002,12.006788290199397,-4.377613247049857,600300,26.238000199999995,24.77000005,,24.91733333333333,27.75264222081002,26.238000199999995,24.72335817918997,,,46.23763482495713,1.2962613930142568,1.120001000000002,-64.6924520939526,11.515546188258899,6442200.0
2007-01-17,26.02,6.427990235964207,3.459244532803185,118800,26.301999999999992,24.81350005,,25.011999999999993,27.74568324503804,26.301999999999992,24.858316754961944,,,51.815078056459704,1.3165284363703815,2.0199999999999996,-44.191331250872736,45.35275065345348,6561000.0
2007-01-18,25.129998999999998,4.594929649130589,-3.1599305140681975,63800,25.879999799999997,24.839999999999996,,25.085999933333326,27.20923962486349,25.879999799999997,24.550759975136504,,,46.66000606996941,1.3089193337724974,1.0399989999999981,-64.46470716735932,18.556428078488295,6497200.0
2007-01-19,25.09,1.6833666659973348,0.561118213983236,81300,25.537999999999997,24.904999949999997,,25.14466666666666,26.59685975653177,25.537999999999997,24.479140243468223,,,46.436401611524985,1.2454250956458905,1.0,-65.37584632707207,0.5513329721207036,6415900.0
2007-01-22,25.790001,4.765683081810955,-0.8076884615384609,182800,25.4300002,25.039499999999997,,25.258666733333328,26.219633380662557,25.4300002,24.64036701933744,,,50.87337483942997,1.248608945956898,0.9700009999999999,-49.43048961970151,44.778230534563974,6598700.0
2007-01-23,25.370001000000002,2.9585798816568047,-2.6477284208644662,88600,25.4800002,25.058000049999997,,25.350000133333328,26.21452105062463,25.4800002,24.74547934937537,,,48.28874533327728,1.2129940212456911,0.7100010000000019,-58.997689976694716,21.358420747933952,6510100.0
2007-01-24,25.6,4.41767068273093,-1.538461538461533,134900,25.396000199999996,25.108000049999994,,25.456666799999997,25.934086637669004,25.396000199999996,24.857913762330988,,,49.79304033625501,1.2049230197281418,-0.1000009999999989,-53.75853160786594,1.9821781186745762,6645000.0
2007-01-25,25.440001000000002,2.900278108859741,-1.7760579150579006,31600,25.4580006,25.179000099999996,,25.546666866666666,25.926086448538648,25.4580006,24.98991475146135,,,48.73102811205292,1.170999946890417,-1.7999989999999961,-52.417277353689514,-10.03140226864964,6613400.0
2007-01-26,26.42,6.0,3.2434544744040714,88800,25.7240006,25.28950015,,25.7020002,26.477721426833003,25.7240006,24.970279773166997,,,55.054302694234224,1.1944999506839586,-0.379998999999998,-12.576687116564319,37.15903114080933,6702200.0
2007-01-29,27.040001,2.641513207547171,1.8455819904174025,95500,25.9740006,25.4375002,,25.85000026666667,27.27787785066496,25.9740006,24.67012334933504,,,58.538360445170525,1.1648928827779614,0.7100010000000019,-4.407712284376785,125.30845737506344,6797700.0
2007-01-30,27.469998999999998,3.5502920284655306,-1.0090126126126204,103900,26.3940002,25.611000150000002,,26.03733353333333,27.972940916303994,26.3940002,24.815059483696007,,,60.80748870070195,1.1502576054366784,2.349997999999996,-15.497105263157952,148.75236965830672,6901600.0
2007-01-31,26.41,3.9893655015197633,-3.3662641785583545,154800,26.5560002,25.73150015,,26.0846668,27.928564780048028,26.5560002,25.18343561995197,,,53.093521208401526,1.1502391336197726,0.39000000000000057,-49.84324456324618,71.67701793711471,6746800.0
2007-02-01,26.040001,5.923891722244024,-3.5555518518518516,62200,26.676000199999997,25.829000200000003,,26.00466686666667,27.69726132939022,26.676000199999997,25.654739070609775,,,50.67688952330165,1.1759363383612176,0.9100020000000022,-63.225774193548354,26.536706052220218,6684600.0
2007-02-02,26.41,4.6547670808856765,2.1663442940038635,37000,26.674000200000002,25.945000200000003,,25.978666933333336,27.69729600161459,26.674000200000002,25.650704398385415,,-0.05519777172449425,52.98162574918008,1.177655099906845,1.3200000000000003,-51.29032258064513,52.44434853471406,6721600.0
2007-02-05,26.09,4.2486231313925975,-1.1742424242424194,80700,26.483999999999998,26.008500200000004,,25.962666933333335,27.517640997640108,26.483999999999998,25.45035900235989,,-0.0892699533720478,50.7719491370567,1.1706797356277845,0.2999989999999997,-61.61290322580643,-0.24307981363482012,6640900.0
2007-02-06,25.879998999999998,1.3592233009708794,-0.8049099271751702,47900,26.165999999999997,26.06950015,,26.01333346666667,26.58791972696544,26.165999999999997,25.744080273034555,,-0.1252750861307348,49.31827395817271,1.1120597545115143,0.509997999999996,-68.3871290322581,-15.59221907634077,6593000.0
2007-02-07,26.299999,2.588871815644204,0.5351643730886833,61100,26.143999799999996,26.09950005,,26.032000066666672,26.521909850677847,26.143999799999996,25.766089749322145,,-0.12011358735889244,52.26214671861236,1.080484057760692,0.6999989999999983,-56.66670000000001,20.524689316346553,6654100.0
